,x,y,cluster,type
1311,11.748834,-0.1794854,18,OK
1313,-28.538168,6.4744315,9,OK
1315,11.74871,-0.1796157,18,OK
1317,-28.545609,6.48185,9,OK
1331,20.978855,-5.576653,9,OK
1333,-20.169334,-17.618557,15,OK
1335,21.042322,-5.690249,9,OK
1337,20.960398,-5.726168,9,OK
1339,21.12867,-5.4190006,9,OK
1341,21.070778,-5.6877637,9,OK
1344,-28.576635,6.5129013,9,OK
1346,11.748824,-0.17958938,18,OK
1348,-28.543926,6.480185,9,OK
1350,11.749048,-0.17975341,18,OK
1352,-7.330169,-22.305798,17,OK
1354,-7.232679,-22.386366,17,OK
1356,-7.404582,-22.392162,17,OK
1358,-7.317463,-22.306316,17,OK
1360,-7.320669,-22.2723,17,OK
1400,21.096588,-5.5412793,9,OK
1402,20.853464,-5.53405,9,OK
1404,21.113676,-5.527956,9,OK
1406,20.963295,-5.6497874,9,OK
1408,-17.3441,-1.3273215,19,OK
1410,-17.209822,-1.3719206,19,OK
1412,20.944786,-5.5308423,9,OK
1414,-20.159765,-17.608652,-1,OK
1416,-17.230291,-1.236991,19,OK
1418,-20.170048,-17.619608,-1,OK
1420,-5.878092,-15.512672,20,OK
1423,11.750999,-0.18301074,-1,OK
1425,-5.804919,-15.468259,20,OK
1427,-5.8495183,-15.471272,20,OK
1429,19.772474,10.4574585,21,OK
1431,19.762335,10.467594,21,OK
1433,19.803045,10.426888,21,OK
1435,19.780687,10.449243,21,OK
1460,21.075617,-5.4741497,9,OK
1462,-20.184916,-17.634119,15,OK
1464,21.05035,-5.4960685,9,OK
1466,-20.172285,-17.62144,15,OK
1469,-7.3752465,-22.344343,17,OK
1471,-7.352704,-22.295382,17,OK
1473,20.95418,-5.384531,9,OK
1475,21.06912,-5.689393,9,OK
1476,21.087196,-5.7769175,9,OK
1477,20.94665,-5.5439,9,OK
1478,21.145302,-5.526008,9,OK
1479,21.058004,-5.589057,9,OK
1480,20.966581,-5.4839344,9,OK
1482,-7.4147034,-22.401447,17,OK
1484,-7.329403,-22.315006,17,OK
1497,21.20382,-5.438116,9,OK
1499,21.177322,-5.61014,9,OK
1502,21.00116,-5.4274426,9,OK
1504,21.178516,-5.506243,9,OK
1506,-20.183893,-17.633028,15,OK
1508,-28.520567,6.4568257,9,OK
1510,-28.543743,6.4799924,9,OK
1512,-28.56263,6.4988847,9,OK
1514,-28.549212,6.4854627,9,OK
1526,21.165333,-5.328707,9,OK
1528,-20.142109,-17.591778,-1,OK
1530,-17.277449,-1.2955691,19,OK
1535,-28.600872,6.537118,9,OK
1537,-28.549353,6.4856067,9,OK
1539,-7.367662,-22.298267,17,OK
1541,-7.4020267,-22.37798,17,OK
1543,-7.2875395,-22.302656,17,OK
1545,-7.320046,-22.303038,17,OK
1547,-7.3369913,-22.31796,17,OK
1549,-7.232912,-22.216648,17,OK
1551,-7.3082037,-22.30039,17,OK
1553,-7.2649364,-22.24992,17,OK
1555,7.308857,-26.541868,-1,OK
1557,-7.2759633,-22.260635,17,OK
1570,24.44288,-7.996222,9,OK
1572,20.981504,-5.469423,9,OK
1573,24.537884,-8.111922,9,OK
1575,21.014427,-5.4942536,9,OK
1577,21.154655,-5.718488,9,OK
1579,21.104097,-5.4456716,9,OK
1581,21.184258,-5.3959656,9,OK
1583,21.04572,-5.436095,9,OK
1585,20.873878,-5.540522,9,OK
1587,-7.2353134,23.486444,16,OK
1590,21.121393,-5.5649843,9,OK
1592,21.145472,-5.6616826,9,OK
1595,20.94058,-5.532889,9,OK
1597,-7.2227025,23.47725,16,OK
1599,21.038363,-5.4996653,9,OK
1601,20.79193,-5.748398,9,OK
1603,-7.2151065,23.469702,16,OK
1605,20.879768,-5.4949493,9,OK
1607,20.738409,-5.4918704,9,OK
1609,-7.2033806,23.449804,16,OK
1611,21.078081,-5.638515,9,OK
1613,20.856155,-5.5712786,9,OK
1615,-7.246402,23.50129,16,OK
1617,20.938759,-5.4675713,9,OK
1620,-7.2228665,23.476557,16,OK
1622,20.983776,-5.488712,9,OK
1624,20.86415,-5.625805,9,OK
1684,-7.3065567,-22.321712,17,OK
1686,-7.3639054,-22.320534,17,OK
1688,-7.349675,-22.357649,17,OK
1691,-7.2655654,-22.340714,17,OK
1693,-28.52806,6.464314,9,OK
1696,-28.569397,6.505633,9,OK
1698,-28.571901,6.508138,9,OK
1701,19.772999,10.456882,21,OK
1703,7.3621535,-26.461864,22,OK
1716,20.95178,-4.9896755,9,OK
1718,20.69032,-5.6275754,9,OK
1720,-17.48304,-1.2235366,19,OK
1722,-17.403124,-1.2467124,19,OK
1724,-20.143518,-17.593088,-1,OK
1726,-17.335392,-1.4754719,19,OK
1728,-20.183558,-17.633167,-1,OK
1733,-7.319844,-22.306725,17,OK
1735,19.82292,10.407008,21,OK
1737,19.720736,10.509195,21,OK
1739,19.741299,10.488633,21,OK
1741,-5.888244,-15.482884,20,OK
1743,-5.8817935,-15.5599165,20,OK
1745,-5.9058385,-15.476159,20,OK
1747,-5.8788486,-15.413773,20,OK
1777,-17.344604,-1.2919366,19,OK
1779,-17.382427,-1.4442215,19,OK
1782,-17.309496,-1.3475615,19,OK
1784,-17.245495,-1.2673668,19,OK
1786,-5.9746714,-15.438916,20,OK
1788,-5.913807,-15.52247,20,OK
1790,-28.58667,6.522913,9,OK
1792,-5.9686484,-15.5702305,20,OK
1794,-5.9151387,-15.52702,20,OK
1796,-5.9165773,-15.581857,20,OK
1798,21.176323,-5.640297,9,OK
1799,-0.10794792,-3.8891199,-1,OK
1800,-0.09888996,-3.8780112,-1,OK
1802,19.74989,10.480007,-1,OK
1804,-17.830128,-1.3101476,-1,OK
1810,19.773643,10.456287,-1,OK
1830,-17.178282,-1.3209668,19,OK
1832,-17.323486,-1.3195021,19,OK
1834,20.934666,-5.713581,9,OK
1836,20.865973,-5.7982874,9,OK
1838,20.808958,-5.575378,9,OK
1839,-0.103812665,-3.8813362,23,OK
1841,-20.182383,-17.63142,15,OK
1843,-17.158854,-1.2317234,19,OK
1845,-20.181164,-17.630268,15,OK
1847,-17.293404,-1.229163,19,OK
1848,-17.370028,-1.3899169,19,OK
1850,-7.4093246,-22.37832,17,OK
1851,19.776741,10.453093,-1,OK
1853,19.78201,10.447911,21,OK
1855,-7.3717675,-22.372906,17,OK
1856,19.781822,10.448023,-1,OK
1858,-5.8503313,-15.464548,20,OK
1860,-5.8704553,-15.5829735,20,OK
1862,-5.8662333,-15.581096,20,OK
1882,-17.147081,-1.1992822,19,OK
1893,7.1890235,16.121292,9,OK
1897,23.49634,-8.447213,-1,OK
1899,23.482327,-8.461231,-1,OK
1900,15.024927,15.575895,-1,OK
1901,24.50534,-8.1102495,9,OK
1902,24.530365,-8.093619,9,OK
1904,5.43531,6.6885705,4,OK
1906,5.430342,6.692262,4,OK
1909,7.5577283,4.4935007,-1,OK
1911,7.1594434,16.08886,9,OK
1913,7.6179314,4.4183617,-1,OK
1917,8.226371,2.8578234,-1,OK
1919,14.53493,1.8716009,5,OK
1921,8.248557,2.8815095,-1,OK
1923,-7.210088,23.46348,16,OK
1925,8.203455,2.835444,-1,OK
1927,14.591472,1.8124251,5,OK
1929,14.527508,1.8790416,5,OK
1931,14.557045,1.848607,5,OK
1933,14.557291,1.8491886,5,OK
1935,14.532561,1.8746227,5,OK
1938,8.23201,2.863567,-1,OK
1940,14.552562,1.8538269,5,OK
1942,14.551163,1.8557415,5,OK
1944,14.544564,1.8630503,5,OK
1945,5.432604,6.692188,4,OK
1973,0.9224992,17.919868,4,OK
1975,14.569043,1.837308,5,OK
1977,14.579159,1.8273065,5,OK
1978,20.668335,-4.3229685,9,OK
1982,14.59303,1.8132325,5,OK
1983,20.666029,-4.3202453,9,OK
1985,20.668806,-4.3292317,9,OK
1987,8.245614,2.8540483,-1,OK
1989,14.5465,1.8598475,5,OK
1991,5.4140778,6.6828837,4,OK
1993,5.430368,6.6922045,4,OK
1996,7.2424884,16.136791,9,OK
1998,7.558933,4.491471,-1,OK
2000,-7.2240753,23.477087,16,OK
2002,7.599402,4.4369364,-1,OK
2004,7.665661,4.328032,-1,OK
2006,7.601361,4.434678,-1,OK
2007,0.24153265,-3.3495898,10,OK
2009,20.667953,-4.3257785,9,OK
2010,24.578798,-8.128514,9,OK
2011,24.542349,-8.10835,9,OK
2013,20.666899,-4.3217945,9,OK
2014,5.4335318,6.6957827,4,OK
2015,20.669405,-4.3228693,9,OK
2016,5.449634,6.710894,4,OK
2034,0.8623585,17.837078,4,OK
2036,0.87873274,17.794508,4,OK
2038,0.8214559,17.784538,4,OK
2040,6.9335876,16.17782,9,OK
2041,0.527984,-3.1402974,-1,OK
2043,2.5459027,13.393841,5,OK
2045,2.5582633,13.38192,5,OK
2047,0.89729923,17.834133,4,OK
2049,0.92723405,17.865982,4,OK
2051,0.85561746,17.845402,4,OK
2053,2.5063934,13.433294,5,OK
2055,2.555599,13.38406,5,OK
2056,2.6308808,13.308847,5,OK
2057,2.5347302,13.404778,5,OK
2059,0.91698134,17.887747,4,OK
2061,0.92737055,17.886307,4,OK
2063,0.8131813,17.837217,4,OK
2064,0.9053546,17.87544,4,OK
2065,0.8050021,17.811678,4,OK
2067,0.89144844,17.844555,4,OK
2069,0.79741293,17.754057,4,OK
2071,0.7679026,17.74768,4,OK
2073,0.7920884,17.736864,4,OK
2077,0.75724626,17.80668,4,OK
2079,0.80882865,17.77797,4,OK
2081,0.8233677,17.779629,4,OK
2083,0.77655405,17.75802,4,OK
2085,0.8692483,17.826523,4,OK
2087,0.8482176,17.812302,4,OK
2089,0.8636107,17.820515,4,OK
2107,2.588378,13.351263,5,OK
2109,2.559871,13.379717,5,OK
2111,2.549771,13.389954,5,OK
2113,6.8783097,16.174578,9,OK
2115,21.077692,-4.896912,9,OK
2117,0.86614525,17.825644,4,OK
2119,0.85813975,17.756935,4,OK
2121,0.7706194,17.765171,4,OK
2123,2.5844376,13.355241,5,OK
2125,0.8195136,17.78214,4,OK
2127,0.7782679,17.760693,4,OK
2129,6.8643675,16.211107,9,OK
2132,2.5576327,13.38215,5,OK
2135,6.8630147,16.197817,9,OK
2136,6.9108124,16.127876,9,OK
2138,21.035284,-4.978345,9,OK
2139,21.0346,-4.9922147,9,OK
2141,21.04633,-4.953951,9,OK
2143,0.7933367,17.759113,4,OK
2145,6.8777657,16.207266,9,OK
2147,0.7291785,17.682749,4,OK
2149,0.7874584,17.771671,4,OK
2151,0.87358326,17.72257,4,OK
2153,6.940018,16.158772,9,OK
2154,0.4959831,-3.1646914,-1,OK
2156,6.9033847,16.182514,9,OK
2157,0.49941987,-3.1632571,-1,OK
2159,0.7391027,17.69617,4,OK
2193,-17.09915,-1.2375442,19,OK
2204,-17.217974,-1.169819,19,OK
2206,-17.248768,-1.2349783,19,OK
2208,-17.341003,-1.1457893,19,OK
2210,20.869831,-5.781434,9,OK
2215,21.127907,-5.6548133,9,OK
2217,-17.272095,-1.1545756,19,OK
2219,20.894983,-5.2428255,9,OK
2221,20.920956,-5.153586,9,OK
2223,20.97411,-5.2233834,9,OK
2270,19.732891,10.497034,21,OK
2272,19.745724,10.484085,21,OK
2278,19.841986,10.387925,21,OK
2280,19.716375,10.513543,21,OK
2282,19.811659,10.418333,21,OK
2284,19.757267,10.472708,21,OK
2286,19.72817,10.5018015,21,OK
2288,19.754875,10.475129,21,OK
2290,19.74341,10.486601,21,OK
2292,19.827936,10.402073,21,OK
2294,19.799973,10.430039,21,OK
2299,7.388428,-26.435627,22,OK
2303,19.790123,10.439854,21,OK
2305,19.762857,10.467143,21,OK
2308,19.720005,10.510059,21,OK
2310,19.813753,10.416253,21,OK
2313,19.827929,10.402093,21,OK
2316,19.726696,10.503315,21,OK
2332,-17.204779,-1.2584319,19,OK
2334,-17.294458,-1.2535033,19,OK
2336,-17.248922,-1.2489128,19,OK
2338,-17.256199,-1.1776392,19,OK
2341,-17.318216,-1.2637008,19,OK
2345,-17.192984,-1.2142993,19,OK
2347,-17.22203,-1.2582133,19,OK
2349,-17.184925,-1.279797,19,OK
2352,-17.26468,-1.215163,19,OK
2354,-17.265844,-1.1847603,19,OK
2405,20.788853,-5.257396,9,OK
2407,7.5398207,4.517459,-1,OK
2408,-6.9411616,23.184902,24,OK
2491,24.557362,-8.172399,9,OK
2503,24.53284,-8.097464,9,OK
2504,24.49165,-8.168303,9,OK
2505,-1.8863083,10.628461,-1,OK
2507,21.046534,-5.261508,9,OK
2560,-5.404058,-3.536495,25,OK
2561,-5.401228,-3.5371318,25,OK
2562,24.614576,-8.138124,9,OK
2563,24.553673,-8.065807,9,OK
2564,23.509718,-8.449053,-1,OK
2565,-1.4305235,8.75173,-1,OK
2566,-1.4427629,8.770052,-1,OK
2567,24.678326,-8.175283,9,OK
2573,20.77365,-5.360726,9,OK
2575,21.179277,-5.292409,9,OK
