,x,y,cluster,type
1250,9.065047,-3.4964602,13,OK
1251,-18.601955,62.439598,9,OK
1252,-18.596287,62.43884,9,OK
1254,-22.625696,13.307269,10,OK
1255,-22.98915,13.234163,10,OK
1256,-22.97765,12.943646,10,OK
1258,27.411945,-43.12102,7,OK
1260,-7.0840073,8.046196,8,OK
1262,38.003304,-8.269905,12,OK
1264,10.3259115,-2.858461,13,OK
1266,37.286858,-8.611911,12,OK
1268,-9.474325,5.867666,14,OK
1292,-24.45193,11.967421,10,OK
1294,-19.6892,62.802414,9,OK
1298,-24.413982,12.006813,10,OK
1300,-20.15115,62.57489,9,OK
1302,29.505413,-46.469837,7,OK
1304,-7.061968,7.9965067,8,OK
1306,28.966192,-44.711758,7,OK
1308,10.711294,-2.545496,13,OK
1310,37.21176,-7.8820434,12,OK
1312,-9.45322,5.639905,14,OK
1314,34.73469,-7.8289733,12,OK
1316,8.301573,-4.131808,13,OK
1329,-21.810555,13.989166,10,OK
1330,-27.121851,9.91772,-1,OK
1332,-20.708464,62.291016,9,OK
1334,-22.787422,11.317618,10,OK
1336,-14.816273,14.188643,-1,OK
1338,-10.744352,17.045322,-1,OK
1340,-15.018263,15.673661,-1,OK
1342,7.6498203,-4.0069447,13,OK
1343,9.472837,-4.451483,13,OK
1345,37.203976,-7.4697223,12,OK
1347,9.865701,-4.2478147,13,OK
1349,36.682987,-7.536922,12,OK
1351,-6.659153,5.782526,8,OK
1353,29.460363,-44.85729,7,OK
1355,6.758296,-4.373326,13,OK
1357,29.962198,-46.10417,7,OK
1359,29.757143,-46.5997,-1,OK
1397,-0.7519764,0.5742189,-1,OK
1398,-0.7520007,0.57403916,-1,OK
1399,2.498249,5.4669433,-1,OK
1401,-10.611212,17.08723,-1,OK
1403,-10.869877,17.051529,-1,OK
1405,-14.847519,14.846784,-1,OK
1407,-15.37723,12.815515,-1,OK
1409,4.6530495,28.007126,-1,OK
1411,-23.425663,12.772898,10,OK
1413,-19.953814,61.29167,-1,OK
1415,-24.591076,10.231567,-1,OK
1417,-19.616562,61.241547,-1,OK
1419,8.053981,-4.7055078,13,OK
1421,37.720345,-7.919264,12,OK
1422,38.01773,-8.671386,12,OK
1424,-9.526636,6.298314,14,OK
1426,35.612625,-7.957,12,OK
1428,-6.7314835,6.361785,8,OK
1430,28.310183,-44.942272,7,OK
1432,7.870073,-3.8900268,13,OK
1434,6.998157,-4.7048535,13,OK
1458,-6.9058313,-38.17103,-1,OK
1459,-22.70813,13.065752,10,OK
1461,-19.277966,62.640675,9,OK
1463,-21.581244,11.691616,11,OK
1465,-19.515038,62.060207,9,OK
1467,-3.4384851,14.371879,15,OK
1468,27.897186,-42.33235,7,OK
1470,-7.1794233,8.344021,8,OK
1472,-2.92348,14.429319,15,OK
1474,-2.7673995,15.58368,15,OK
1481,27.851282,-44.191917,7,OK
1483,9.649077,-3.2611046,13,OK
1495,-9.66606,19.059557,-1,OK
1496,-9.652559,19.079948,-1,OK
1498,-15.135793,16.070555,-1,OK
1500,-10.387643,16.260283,-1,OK
1501,-19.735357,14.319281,10,OK
1503,-23.765263,12.549892,10,OK
1505,-19.741747,62.825222,9,OK
1509,8.110951,-4.889744,13,OK
